,Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
10288,595775,Canada,New Brunswick,Moncton,E1A 2A7,Male,High School or Below,66546,Single,Star,2393.12,Standard,2018,12,2016,6
10289,123667,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,74522,Divorced,Star,2393.81,Standard,2013,7,2016,6
10290,340723,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,74522,Divorced,Star,2393.81,Standard,2018,7,2016,6
10291,117975,Canada,Ontario,Kingston,M9K 2P4,Male,College,79245,Single,Star,2393.92,Standard,2016,11,2017,2
10292,300818,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79245,Single,Star,2393.92,Standard,2015,7,2016,6
10293,313571,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245,Single,Star,2393.92,Standard,2012,7,2016,6
10294,353032,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,79245,Single,Star,2393.92,Standard,2015,6,2016,6
10295,371065,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245,Single,Star,2393.92,Standard,2014,11,2016,6
10296,960417,Canada,Ontario,London,M5B 3E4,Female,Bachelor,88839,Married,Nova,17625.54,2018 Promotion,2018,2,2016,6
10297,645078,Canada,Alberta,Banff,T4V 1D4,Female,College,79245,Single,Star,2393.92,Standard,2018,11,2016,6
10298,685653,Canada,Quebec,Montreal,H2Y 4R4,Male,College,79245,Single,Star,2393.92,Standard,2013,5,2013,10
10299,727415,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,79245,Single,Star,2393.92,Standard,2016,7,2016,6
10300,777540,Canada,Ontario,Toronto,M1R 4K3,Female,College,79245,Single,Star,2393.92,Standard,2014,7,2016,6
10301,944855,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,79245,Single,Star,2393.92,Standard,2012,6,2016,6
10302,957686,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245,Single,Star,2393.92,Standard,2012,5,2016,6
10303,118355,Canada,Quebec,Montreal,H2T 9K8,Female,Doctor,198691,Divorced,Star,2395.57,Standard,2017,8,2016,6
10304,128753,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,198691,Divorced,Star,2395.57,Standard,2018,11,2016,6
10305,268145,Canada,Ontario,Toronto,P2T 6G3,Female,Doctor,198691,Divorced,Star,2395.57,Standard,2012,8,2016,6
10306,281064,Canada,British Columbia,Vancouver,V6E 3D9,Male,Doctor,198691,Divorced,Star,2395.57,Standard,2016,1,2016,6
10307,294849,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,198691,Divorced,Star,2395.57,Standard,2017,8,2016,6
10308,534649,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Doctor,198691,Divorced,Star,2395.57,Standard,2015,9,2016,6
10309,560024,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,198691,Divorced,Star,2395.57,Standard,2014,5,2016,6
10310,681785,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,198691,Divorced,Star,2395.57,Standard,2014,6,2016,6
10311,781227,Canada,Ontario,Ottawa,K1F 2R2,Male,Doctor,198691,Divorced,Star,2395.57,Standard,2018,7,2016,6
10312,944035,Canada,Quebec,Montreal,H2Y 4R4,Male,Doctor,198691,Divorced,Star,2395.57,Standard,2016,12,2016,6
10313,116895,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,299899,Married,Nova,19378.91,2018 Promotion,2018,4,2016,6
10314,835683,Canada,Ontario,London,M5B 3E4,Male,Bachelor,60050,Divorced,Star,2395.97,Standard,2016,5,2016,6
10315,629177,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60490,Divorced,Star,2396.19,Standard,2013,5,2016,6
10316,765747,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,60490,Divorced,Star,2396.19,Standard,2013,1,2016,6
10317,110296,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245,Married,Star,2396.22,Standard,2013,11,2016,6
10318,280641,Canada,Quebec,Quebec City,G1B 3L5,Female,College,79245,Married,Star,2396.22,Standard,2015,11,2016,6
10319,310911,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,79245,Married,Star,2396.22,Standard,2018,1,2016,6
10320,567571,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,79245,Married,Star,2396.22,Standard,2016,2,2016,6
10321,601681,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,79245,Married,Star,2396.22,Standard,2015,9,2016,6
10322,710115,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,79245,Married,Star,2396.22,Standard,2017,2,2016,6
10323,721437,Canada,Quebec,Montreal,H2Y 2W2,Female,College,79245,Married,Star,2396.22,Standard,2017,8,2016,6
10324,755533,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,79245,Married,Star,2396.22,Standard,2014,5,2016,6
10325,769709,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,79245,Married,Star,2396.22,Standard,2014,4,2016,6
10326,784380,Canada,Ontario,Toronto,P1J 8T7,Male,College,79245,Married,Star,2396.22,Standard,2018,5,2016,6
10327,860602,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,79245,Married,Star,2396.22,Standard,2015,7,2016,6
10328,477157,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,50561,Married,Nova,19955.26,2018 Promotion,2018,4,2016,6
10329,355628,Canada,Nova Scotia,Halifax,B3J 9S2,Female,High School or Below,73443,Married,Star,2396.67,Standard,2012,10,2016,6
10330,874614,Canada,Saskatchewan,Regina,S1J 3C5,Female,High School or Below,73443,Married,Star,2396.67,Standard,2014,2,2016,6
10331,264701,Canada,British Columbia,Vancouver,V1E 4R6,Male,Master,109361,Divorced,Star,2397.04,Standard,2013,1,2016,6
10332,367617,Canada,Quebec,Quebec City,G1B 3L5,Male,Master,109361,Divorced,Star,2397.04,Standard,2016,5,2017,7
10333,405804,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Master,109361,Divorced,Star,2397.04,Standard,2015,10,2016,6
10334,440213,Canada,Quebec,Tremblant,H5Y 2S9,Male,Master,109361,Divorced,Star,2397.04,Standard,2016,8,2018,7
10335,543693,Canada,Ontario,Ottawa,K1G 4Z0,Female,Master,109361,Divorced,Star,2397.04,Standard,2016,5,2016,6
10336,553389,Canada,Newfoundland,St. John's,A1C 6H9,Male,Master,109361,Divorced,Star,2397.04,Standard,2017,3,2016,6
10337,627373,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,109361,Divorced,Star,2397.04,Standard,2018,9,2016,6
10338,190429,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,36994,Divorced,Nova,20878.41,2018 Promotion,2018,2,2016,6
10339,816323,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Master,109361,Divorced,Star,2397.04,Standard,2014,3,2016,6
10340,992769,Canada,Quebec,Quebec City,G1B 3L5,Male,Master,109361,Divorced,Star,2397.04,Standard,2018,5,2016,6
10341,996686,Canada,Ontario,Toronto,M8Y 4K8,Male,Master,109361,Divorced,Star,2397.04,Standard,2016,9,2016,6
10342,477468,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245,Single,Star,2397.54,Standard,2013,3,2016,6
10343,953927,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,79245,Single,Star,2397.54,Standard,2017,12,2018,8
10344,421310,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,79245,Married,Star,2398.33,Standard,2012,6,2016,6
10345,585850,Canada,Ontario,Toronto,M2Z 4K1,Female,College,79245,Married,Star,2398.33,Standard,2017,6,2016,6
10346,224298,Canada,Ontario,Ottawa,K1F 2R2,Male,Doctor,101609,Single,Star,2398.35,Standard,2016,11,2016,6
10347,395871,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,115440,Divorced,Star,2398.74,Standard,2018,1,2016,6
10348,605320,Canada,Ontario,Toronto,P1L 8X8,Male,Master,115440,Divorced,Star,2398.74,Standard,2013,9,2016,6
10349,648286,Canada,Quebec,Montreal,H2Y 4R4,Female,Doctor,162290,Married,Star,2399.05,Standard,2018,12,2016,6
10350,993650,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Doctor,162290,Married,Star,2399.05,Standard,2014,7,2016,6
10351,568786,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,186101,Married,Star,2399.18,Standard,2015,4,2016,6
10352,968325,Canada,Ontario,Toronto,P1W 1K4,Male,Doctor,186101,Married,Star,2399.18,Standard,2017,6,2016,6
10353,516276,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,63552,Single,Star,2402.17,Standard,2018,5,2016,6
10354,786827,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,63552,Single,Star,2402.17,Standard,2018,1,2016,6
10355,887609,Canada,Ontario,Toronto,P2T 6G3,Female,Doctor,234544,Married,Nova,22067.73,2018 Promotion,2018,4,2016,6
10356,847183,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,65721,Married,Star,2402.33,Standard,2013,10,2016,6
10357,441389,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,47733,Divorced,Star,2402.82,Standard,2016,12,2016,6
10358,621583,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,47733,Divorced,Star,2402.82,Standard,2012,11,2016,6
10359,394812,Canada,British Columbia,Vancouver,V1E 4R6,Female,Doctor,227341,Married,Star,2403.54,Standard,2013,4,2016,6
10360,689981,Canada,Ontario,Toronto,M8Y 4K8,Male,Doctor,227341,Married,Star,2403.54,Standard,2013,1,2016,6
10361,326234,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,77632,Married,Star,2404.38,Standard,2013,7,2016,6
10362,661442,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77632,Married,Star,2404.38,Standard,2018,12,2016,6
10363,742749,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,65530,Single,Star,2404.46,Standard,2012,7,2016,6
10364,839115,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,65530,Single,Star,2404.46,Standard,2017,1,2016,6
10365,161415,Canada,Quebec,Montreal,H2T 2J6,Female,Doctor,201895,Married,Star,2404.63,Standard,2016,10,2016,6
10366,835133,Canada,British Columbia,Victoria,V10 6T5,Male,Doctor,201895,Married,Star,2404.63,Standard,2018,6,2016,6
10367,585642,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,78340,Divorced,Star,2404.92,Standard,2018,5,2016,6
10368,968632,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,78340,Divorced,Star,2404.92,Standard,2014,11,2016,6
10369,548638,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,78030,Married,Star,2405.62,Standard,2018,8,2016,6
10370,743849,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,78030,Married,Star,2405.62,Standard,2013,7,2016,6
10371,202108,Canada,Ontario,Sudbury,M5V 1G5,Female,College,79245,Single,Star,2409.0,Standard,2015,7,2016,3
10372,113861,Canada,Quebec,Montreal,H2T 2J6,Female,College,79245,Married,Star,2409.37,Standard,2017,6,2016,6
10373,336138,Canada,British Columbia,Victoria,V10 6T5,Male,College,79245,Married,Star,2409.37,Standard,2016,7,2016,6
10374,928734,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,50091,Single,Nova,32069.88,2018 Promotion,2018,3,2016,6
10375,943647,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,62289,Married,Nova,32269.85,2018 Promotion,2018,2,2016,6
10376,592218,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,75567,Single,Star,2409.76,Standard,2015,8,2017,1
10377,201355,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,52239,Married,Star,2410.11,Standard,2012,11,2016,6
10378,771220,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,52239,Married,Star,2410.11,Standard,2016,1,2016,9
10379,865352,Canada,Ontario,Kingston,M9K 2P4,Female,College,79245,Single,Star,2410.36,Standard,2018,7,2016,6
10380,191508,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,62524,Married,Star,2410.5,Standard,2018,1,2016,6
10381,432961,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,62524,Married,Star,2410.5,Standard,2018,1,2016,6
10382,103975,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,71775,Married,Star,2411.26,Standard,2018,8,2016,6
10383,391861,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,71775,Married,Star,2411.26,Standard,2017,3,2016,6
10384,434113,Canada,Alberta,Banff,T4V 1D4,Female,High School or Below,76164,Married,Star,2413.14,Standard,2013,6,2016,6
10385,706510,Canada,Ontario,Toronto,M1R 4K3,Male,High School or Below,76164,Married,Star,2413.14,Standard,2014,12,2016,6
10386,348718,Canada,Quebec,Hull,J8Y 3Z5,Male,College,79245,Single,Star,2413.89,Standard,2015,10,2016,6
10387,939485,Canada,British Columbia,Victoria,V10 6T5,Male,College,79245,Single,Star,2413.89,Standard,2012,10,2016,6
10388,577467,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,78481,Divorced,Star,2413.93,Standard,2015,1,2016,6
10389,618656,Canada,Ontario,Toronto,M2Z 4K1,Male,Doctor,78481,Divorced,Star,2413.93,Standard,2017,4,2016,6
10390,594028,Canada,Ontario,Toronto,P2T 6G3,Female,College,79245,Single,Star,2414.07,Standard,2012,6,2016,6
10391,815344,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79245,Single,Star,2414.07,Standard,2017,11,2016,6
10392,605761,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,89913,Married,Star,2414.64,Standard,2013,7,2016,6
10393,946963,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,89913,Married,Star,2414.64,Standard,2016,8,2017,4
10394,110422,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,79245,Single,Star,2414.77,Standard,2018,1,2016,6
10395,917346,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,79245,Single,Star,2414.77,Standard,2018,6,2016,6
10396,786330,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79245,Single,Star,2415.06,Standard,2014,3,2015,2
10397,506746,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,61837,Married,Star,2415.42,Standard,2013,9,2016,6
10398,490439,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,79245,Married,Star,2415.83,Standard,2017,5,2018,1
10399,182159,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245,Married,Star,2416.48,Standard,2017,9,2016,6
10400,436705,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,79245,Married,Star,2416.48,Standard,2014,12,2018,4
10401,688557,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,57955,Married,Star,2416.54,Standard,2016,1,2016,6
10402,889061,Canada,Ontario,Toronto,M2Z 4K1,Female,High School or Below,57955,Married,Star,2416.54,Standard,2014,7,2016,6
10403,255019,Canada,British Columbia,Victoria,V10 6T5,Male,College,79245,Married,Star,2417.76,Standard,2018,12,2016,6
10404,300376,Canada,Quebec,Montreal,H2T 2J6,Female,College,79245,Married,Star,2417.76,Standard,2015,9,2016,6
10405,876319,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,69817,Married,Star,2417.76,Standard,2012,6,2016,6
10406,946956,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,69817,Married,Star,2417.76,Standard,2016,4,2016,12
10407,502047,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,46688,Single,Star,2417.78,Standard,2018,5,2016,6
10408,873578,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,46688,Single,Star,2417.78,Standard,2016,4,2016,12
10409,334454,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79245,Married,Star,2419.31,Standard,2016,8,2016,6
10410,348245,Canada,Ontario,Toronto,P5S 6R4,Male,College,79245,Married,Star,2419.31,Standard,2017,12,2018,8
10411,137744,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,55110,Divorced,Star,2420.71,Standard,2018,1,2016,6
10412,734077,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55110,Divorced,Star,2420.71,Standard,2014,1,2016,6
10413,350238,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,50227,Married,Star,2422.19,Standard,2015,6,2016,6
10414,587633,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,50806,Married,Star,2423.26,Standard,2018,5,2016,6
10415,763761,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,50806,Married,Star,2423.26,Standard,2012,11,2016,6
10416,433857,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,50057,Married,Nova,36707.43,2018 Promotion,2018,3,2016,6
10417,969360,Canada,Quebec,Montreal,H3T 8L4,Male,High School or Below,65137,Married,Star,2423.76,Standard,2014,7,2016,6
10418,581380,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,206341,Single,Star,2424.22,Standard,2014,5,2015,12
10419,699875,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,51732,Married,Star,2424.42,Standard,2015,2,2016,6
10420,967253,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,51732,Married,Star,2424.42,Standard,2015,1,2017,11
10421,477599,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,67768,Married,Star,2424.69,Standard,2016,10,2017,6
10422,298539,Canada,Ontario,Trenton,K8V 4B2,Male,College,79245,Married,Star,2425.3,Standard,2017,8,2016,6
10423,959514,Canada,Ontario,Toronto,M1R 4K3,Male,Master,111652,Single,Star,2248.45,2018 Promotion,2018,3,2016,6
10424,926531,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,80818,Divorced,Star,2425.49,Standard,2018,12,2016,6
10425,936319,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,80818,Divorced,Star,2425.49,Standard,2014,1,2016,6
10426,254940,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245,Single,Star,2426.96,Standard,2014,4,2016,6
10427,299113,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245,Single,Star,2426.96,Standard,2013,6,2016,6
10428,941122,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49768,Married,Star,2427.77,Standard,2013,3,2018,2
10429,963921,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,49768,Married,Star,2427.77,Standard,2018,12,2016,6
10430,427354,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,74537,Married,Star,2429.28,Standard,2017,12,2016,6
10431,711263,Canada,Ontario,Toronto,M2P 4F6,Female,High School or Below,74537,Married,Star,2429.28,Standard,2018,5,2016,6
10432,989148,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,86233,Married,Star,2429.37,Standard,2017,9,2016,6
10433,594649,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,49425,Married,Star,2429.6,Standard,2012,7,2016,6
10434,339005,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,56621,Married,Star,2430.48,Standard,2016,10,2016,6
10435,558138,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,56621,Married,Star,2430.48,Standard,2018,10,2016,6
10436,712236,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92744,Married,Star,2430.51,Standard,2017,9,2016,6
10437,804402,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,92744,Married,Star,2430.51,Standard,2016,2,2016,6
10438,167001,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79245,Married,Star,2430.8,Standard,2016,11,2017,7
10439,979135,Canada,Ontario,Toronto,P2T 6G3,Male,College,79245,Single,Star,2279.75,2018 Promotion,2018,3,2016,6
10440,643364,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,52744,Divorced,Star,2430.87,Standard,2016,11,2016,6
10441,896651,Canada,Quebec,Montreal,H3T 8L4,Female,College,79245,Single,Star,2430.96,Standard,2018,1,2016,6
10442,995404,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,79245,Single,Star,2430.96,Standard,2012,11,2016,6
10443,522493,Canada,Ontario,Trenton,K8V 4B2,Male,College,79245,Single,Star,2432.17,Standard,2016,2,2016,6
10444,572890,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79245,Single,Star,2432.17,Standard,2017,7,2016,6
10445,551710,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,52775,Married,Star,2432.96,Standard,2018,1,2016,6
10446,600785,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,52775,Married,Star,2432.96,Standard,2016,7,2016,6
10447,332175,Canada,Ontario,Toronto,P1W 1K4,Male,College,79245,Single,Star,2433.02,Standard,2014,11,2016,6
10448,854969,Canada,Ontario,Trenton,K8V 4B2,Female,Master,100572,Divorced,Star,2300.69,2018 Promotion,2018,4,2016,6
10449,212477,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,79245,Divorced,Star,2433.09,Standard,2017,7,2016,6
10450,984878,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,79245,Divorced,Star,2433.09,Standard,2016,12,2016,6
10451,497106,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,49276,Married,Star,2433.21,Standard,2017,11,2016,6
10452,795129,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,49276,Married,Star,2433.21,Standard,2016,4,2016,6
10453,433353,Canada,Quebec,Hull,J8Y 3Z5,Male,College,79245,Single,Star,2433.91,Standard,2014,2,2016,6
10454,497613,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,79245,Single,Star,2433.91,Standard,2015,12,2018,9
10455,314014,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,48761,Married,Star,2434.0,Standard,2017,8,2016,6
10456,916000,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,48761,Married,Star,2434.0,Standard,2014,7,2016,6
10457,596327,Canada,Quebec,Montreal,H2T 2J6,Male,College,79245,Married,Star,2434.09,Standard,2016,1,2016,6
10458,749817,Canada,British Columbia,Victoria,V10 6T5,Female,College,79245,Married,Star,2434.09,Standard,2013,2,2016,6
10459,308798,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,102188,Divorced,Star,2434.68,Standard,2017,5,2016,6
10460,831693,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,102188,Divorced,Star,2434.68,Standard,2018,1,2016,6
10461,466865,Canada,Quebec,Montreal,H4G 3T4,Female,College,79245,Married,Star,2434.85,Standard,2013,12,2016,6
10462,901954,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,College,79245,Married,Star,2434.85,Standard,2013,9,2016,6
10463,719242,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,78988,Single,Star,2435.15,Standard,2016,7,2016,6
10464,838938,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,78988,Single,Star,2435.15,Standard,2015,10,2016,6
10465,537914,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79245,Divorced,Star,2435.25,Standard,2017,5,2016,6
10466,462232,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,63899,Married,Star,2435.32,Standard,2018,7,2016,6
10467,136608,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,61850,Married,Star,2435.54,Standard,2017,8,2016,6
10468,750324,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61850,Married,Star,2435.54,Standard,2012,12,2016,6
10469,358020,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,245769,Married,Star,2435.62,Standard,2013,10,2016,6
10470,607885,Canada,Ontario,Toronto,P5S 6R4,Male,Doctor,245769,Married,Star,2435.62,Standard,2014,6,2016,6
10471,318786,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,56004,Married,Star,2435.69,Standard,2015,12,2016,6
10472,752274,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,56004,Married,Star,2435.69,Standard,2014,3,2016,6
10473,227429,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,95907,Married,Star,2436.01,Standard,2013,9,2016,6
10474,299919,Canada,Ontario,Ottawa,K1F 2R2,Female,College,79245,Single,Star,2306.43,2018 Promotion,2018,2,2016,6
10475,531841,Canada,Ontario,Kingston,M9K 2P4,Female,College,79245,Married,Star,2436.4,Standard,2013,12,2016,6
10476,536132,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245,Married,Star,2436.84,Standard,2013,1,2018,6
10477,609667,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245,Married,Star,2436.84,Standard,2017,4,2016,6
10478,734490,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,67671,Married,Star,2436.88,Standard,2014,2,2016,6
10479,969485,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,67671,Married,Star,2436.88,Standard,2012,5,2016,6
10480,740703,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,57341,Divorced,Star,2437.08,Standard,2014,11,2016,6
10481,463833,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,60416,Divorced,Star,2438.53,Standard,2012,6,2016,6
10482,600664,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,60416,Divorced,Star,2438.53,Standard,2012,6,2016,6
10483,604772,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,91125,Single,Star,2438.69,Standard,2015,6,2016,6
10484,633162,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,69135,Married,Star,2439.93,Standard,2018,8,2016,6
10485,905569,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,69135,Married,Star,2439.93,Standard,2015,10,2016,6
10486,337842,Canada,Alberta,Edmonton,T9G 1W3,Female,College,79245,Married,Star,2441.39,Standard,2015,5,2016,6
10487,413050,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245,Married,Star,2441.39,Standard,2016,4,2016,6
10488,216658,Canada,Ontario,London,M5B 3E4,Female,Bachelor,87117,Divorced,Star,2442.2,Standard,2016,3,2016,6
10489,465540,Canada,Quebec,Montreal,H2Y 2W2,Female,College,79245,Single,Star,2442.21,Standard,2016,3,2016,6
10490,825239,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,79245,Single,Star,2442.21,Standard,2016,8,2016,6
10491,254546,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245,Single,Star,2442.22,Standard,2014,1,2016,6
10492,614219,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245,Single,Star,2442.22,Standard,2017,2,2016,6
10493,453972,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74321,Divorced,Star,2442.42,Standard,2013,10,2016,6
10494,855559,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,74321,Divorced,Star,2442.42,Standard,2015,9,2016,6
10495,225972,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,99838,Married,Star,2443.67,Standard,2017,7,2016,6
10496,384986,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,99838,Married,Star,2443.67,Standard,2015,1,2016,6
10497,786709,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,79245,Married,Star,2443.93,Standard,2016,8,2016,6
10498,861095,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245,Married,Star,2443.93,Standard,2015,8,2016,6
10499,378793,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,93227,Single,Star,2444.33,Standard,2013,1,2016,6
10500,555081,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,93227,Single,Star,2444.33,Standard,2018,5,2016,6
